iter	RMSE
0	0.03754848136
1	0.03679939244
2	0.03612782873
3	0.03549080808
4	0.03492930472
5	0.03432396804
6	0.03376634865
7	0.03315899461
8	0.0326025947
9	0.03201260391
10	0.03160393542
11	0.03129552626
12	0.03077426086
13	0.03022385309
14	0.02969161773
15	0.02918806799
16	0.02872192364
17	0.02831982745
18	0.02780715875
19	0.02734583917
20	0.02692337903
21	0.02652793576
22	0.02601762603
23	0.02565213611
24	0.02522055284
25	0.02482466138
26	0.02438866623
27	0.02401129295
28	0.02361280208
29	0.02320266889
30	0.02282538856
31	0.02246356639
32	0.02215171351
33	0.02188843451
34	0.02156181189
35	0.0212207158
36	0.02093180202
37	0.02060009854
38	0.02028174407
39	0.02001238271
40	0.01976575704
41	0.01949200871
42	0.01924617377
43	0.01896813401
44	0.01867684525
45	0.01841129134
46	0.01812615392
47	0.0178982309
48	0.01767347408
49	0.01744500563
50	0.01723619236
51	0.01701892891
52	0.01679205843
53	0.01659136954
54	0.0163375437
55	0.01610818195
56	0.01593228178
57	0.01570580442
58	0.01551738582
59	0.01538921595
60	0.01518296807
61	0.01502820069
62	0.01486024297
63	0.01465844662
64	0.01443348669
65	0.01429182496
66	0.01411116018
67	0.01391921222
68	0.01373263051
69	0.0135657221
70	0.01341660341
71	0.01329121349
72	0.01314401542
73	0.01297157058
74	0.01283147329
75	0.01267457798
76	0.01255272405
77	0.01241898297
78	0.0123271988
79	0.01218982511
80	0.01208693067
81	0.0119631871
82	0.01186322826
83	0.01174352051
84	0.01164678853
85	0.01152798685
86	0.0114158031
87	0.01131926005
88	0.01121346188
89	0.0111351553
90	0.01103167464
91	0.0109186508
92	0.01079331504
93	0.01069282415
94	0.01060211966
95	0.01050835287
96	0.01045811854
97	0.01037911135
98	0.01029684096
99	0.01021190511
100	0.01012625167
101	0.01004341982
102	0.009973213167
103	0.009873393087
104	0.009809703714
105	0.009735350907
106	0.009667123758
107	0.009604679609
108	0.009541549526
109	0.009485577872
110	0.009408140257
111	0.009350151115
112	0.009270264635
113	0.009211931749
114	0.009156947264
115	0.009113725852
116	0.009052033433
117	0.008973419008
118	0.008920668915
119	0.00887083307
120	0.008823551991
121	0.008767826472
122	0.008730333358
123	0.008684257649
124	0.008609783054
125	0.008536466153
126	0.008483107425
127	0.008426632163
128	0.008365367065
129	0.00830826552
130	0.008248249824
131	0.008186622259
132	0.008126846146
133	0.00806943746
134	0.008027876547
135	0.007977964913
136	0.007935758313
137	0.007885987389
138	0.007844543226
139	0.007795140608
140	0.007730268824
141	0.007697471505
142	0.007655688074
143	0.007610992994
144	0.007579352628
145	0.00753474329
146	0.007501702509
147	0.007444148831
148	0.007401499544
149	0.007372604593
150	0.007334250813
151	0.007301613696
152	0.007259286937
153	0.007200232966
154	0.007158055048
155	0.007123161938
156	0.007063593872
157	0.007030890034
158	0.006993064661
159	0.00694175158
160	0.006915619416
161	0.006879079611
162	0.006837847025
163	0.006801722275
164	0.006773153775
165	0.006739385736
166	0.00671467946
167	0.006690636474
168	0.006655261886
169	0.006631368925
170	0.006596592078
171	0.006564655692
172	0.006527673732
173	0.006490661719
174	0.006454022841
175	0.006425376812
176	0.006396969492
177	0.006371913484
178	0.006350459134
179	0.006322313088
180	0.006299219122
181	0.006267339445
182	0.006249982992
183	0.006225621069
184	0.006202539683
185	0.006166316614
186	0.006139518443
187	0.006112062841
188	0.00609407779
189	0.006052440679
190	0.006033456336
191	0.005997454511
192	0.005963591299
193	0.005944917182
194	0.005919779814
195	0.00590032845
196	0.005876975089
197	0.005853487076
198	0.005831881945
199	0.005809605741
200	0.005785180871
201	0.005767610479
202	0.005746303488
203	0.005728560349
204	0.005705136576
205	0.005682702566
206	0.005666498683
207	0.005641407343
208	0.005619088041
209	0.005589396249
210	0.005571955696
211	0.00555044198
212	0.005530026997
213	0.005499735755
214	0.00545887815
215	0.005444743292
216	0.005431333537
217	0.005413292151
218	0.005400626596
219	0.005383732458
220	0.005371218195
221	0.005356836086
222	0.005341501378
223	0.005325573229
224	0.00531383234
225	0.005298861436
226	0.005272906059
227	0.005260053998
228	0.005245361383
229	0.005234767869
230	0.005219248583
231	0.005202999805
232	0.005188313314
233	0.005176545658
234	0.005167609753
235	0.00515625054
236	0.005144482009
237	0.005128136239
238	0.005112402755
239	0.005096853069
240	0.005081841722
241	0.005071969913
242	0.005062370556
243	0.005048638981
244	0.005036531114
245	0.005026546388
246	0.005013541711
247	0.005002465652
248	0.004994090055
249	0.004986400926
250	0.004975279092
251	0.004962324382
252	0.004945664727
253	0.004931134507
254	0.004922991848
255	0.004915028385
256	0.004906560943
257	0.004896934666
258	0.004887763661
259	0.004877311302
260	0.004870103318
261	0.004861772094
262	0.004854406019
263	0.004845056882
264	0.00481372251
265	0.004806721893
266	0.004799478298
267	0.004782284099
268	0.004773755075
269	0.004764777357
270	0.004758129269
271	0.004750737103
272	0.004739559063
273	0.004723227145
274	0.004711853661
275	0.004703910215
276	0.00469434805
277	0.004685780386
278	0.004679537289
279	0.004650912682
280	0.004640804869
281	0.004628195582
282	0.004621267817
283	0.004615415049
284	0.004592579264
285	0.004587074236
286	0.004576308927
287	0.004562905788
288	0.004559192857
289	0.004552563518
290	0.004534332647
291	0.004531109281
292	0.004522078803
293	0.004507979082
294	0.004494326154
295	0.004485169109
296	0.004478311003
297	0.004469344121
298	0.004465210764
299	0.004461503055
300	0.004454512615
301	0.004449595529
302	0.00443338827
303	0.004429568076
304	0.00440444867
305	0.004396914167
306	0.004391760378
307	0.004385813759
308	0.004382664172
309	0.004379773766
310	0.004375331743
311	0.004371435127
312	0.004368451979
313	0.004365730574
314	0.004361703155
315	0.004358590303
316	0.004355947532
317	0.004331382608
318	0.004325668758
319	0.004322206468
320	0.004315652232
321	0.004313147079
322	0.004288956785
323	0.004280024343
324	0.004275583642
325	0.004271084757
326	0.004246585239
327	0.004244055387
328	0.004238010088
329	0.004234817683
330	0.004232388817
331	0.004228766141
332	0.004224997231
333	0.004222420289
334	0.004203053552
335	0.00419934862
336	0.004189374286
337	0.004177700854
338	0.004175218603
339	0.004167314339
340	0.004157558644
341	0.004154752989
342	0.00414876188
343	0.004126645229
344	0.004115418799
345	0.004093075195
346	0.004091114824
347	0.004086431771
348	0.004077425559
349	0.004074568994
350	0.004061944363
351	0.004059725373
352	0.004055759267
353	0.004042641291
354	0.004030826583
355	0.004011305494
356	0.004008881662
357	0.00400093195
358	0.003982098617
359	0.003978446041
360	0.003976004802
361	0.003971034489
362	0.003956592446
363	0.003938457018
364	0.003929695409
365	0.003927812958
366	0.003925991404
367	0.003921371485
368	0.003912426546
369	0.00390513558
370	0.003903392113
